,Report date,State,County,Facility,Facility type,Functionality,OPD,EPI,ANC,PNC,SBA,BEmONC,CEmONC,FP,PMTCT,ART,TB,BHI,Inpatient - Paeds,Inpatient - Adult,Basic surgery,MHPSS,SGBV,NCD,Nut. OTP,Nut. TSFP,Nut. SC,Laboratory,Disability,# Clinical staff,Essential meds stockout,FP stockout,Vaccine stockout,Ambulance access,# Inpatient beds - adult,# Inpatient beds - paeds,Electricity,Latrine,Dedicated mobile phone,EPI refrigerator,Protected water source
86,31/12/2020,Northern Bahr el Ghazal,Aweil East,Yargot Phcu,PHCU,Moderate,Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,4,,No Stockout,No Stockout,Available,0,0,Not Available,Available,,Available,Available
87,31/12/2020,Northern Bahr el Ghazal,Aweil North,Abyei Chok Phcu,PHCU,Moderate,Available,Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Available,Available,Not Available,Not Available,Not Available,0,,No Stockout,No Stockout,Not Available,0,0,Available,Available,,Available,Not Available
88,31/12/2020,Northern Bahr el Ghazal,Aweil North,Ajak Wol Phcu,PHCU,Moderate,Available,Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Available,Available,Not Available,Not Available,Not Available,0,,No Stockout,No Stockout,Not Available,0,0,Not Available,Available,,Not Available,Not Available
89,31/12/2020,Northern Bahr el Ghazal,Aweil North,Arieth Phcu,PHCU,Moderate,Available,Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Available,Available,Not Available,Not Available,Not Available,0,,No Stockout,No Stockout,Not Available,0,0,Not Available,Available,,Available,Available
90,13/01/2019,Northern Bahr el Ghazal,Aweil North,Chalek Phcu,PHCU,Limited,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1,Recent Stockout,Recent Stockout,Recent Stockout,,0,0,Not Available,Not Available,Not Available,Not Available,Not Available
91,31/12/2020,Northern Bahr el Ghazal,Aweil North,Gok Machar Phcc,PHCC,Moderate,Available,Available,Available,Available,Available,Available,Not Available,Available,Available,Available,Available,Available,Not Available,Available,Not Available,Available,Available,Available,Available,Available,Available,Available,Not Available,9,,No Stockout,No Stockout,Available,2,0,Available,Available,,Available,Available
92,01/01/2019,Northern Bahr el Ghazal,Aweil North,Gor Ayen Phcu,PHCU,Moderate,Available,Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Available,Available,Not Available,Not Available,Not Available,3,Recent Stockout,No Stockout,No Stockout,Not Available,0,0,Not Available,Available,Not Available,Not Available,Not Available
93,31/12/2020,Northern Bahr el Ghazal,Aweil North,Jaac Ppf Phcu,PHCU,Moderate,Available,Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Available,Available,Not Available,Not Available,Not Available,0,,No Stockout,No Stockout,Not Available,0,0,Not Available,Available,,Not Available,Available
94,12/01/2019,Northern Bahr el Ghazal,Aweil North,Jurbeech Phcu,PHCU,Moderate,Available,Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Available,Available,Not Available,Not Available,Not Available,3,Recent Stockout,No Stockout,No Stockout,,0,0,Not Available,Available,Not Available,Not Available,Not Available
95,31/12/2020,Northern Bahr el Ghazal,Aweil North,Kajik Phcu,PHCU,Moderate,Available,Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Available,Available,Not Available,Not Available,Not Available,0,,No Stockout,No Stockout,Not Available,0,0,Not Available,Available,,Available,Available
96,07/01/2019,Northern Bahr el Ghazal,Aweil North,Kangkuot Phcu,PHCU,Moderate,Available,Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Available,Available,Not Available,Not Available,Not Available,3,Recent Stockout,No Stockout,No Stockout,,0,0,Not Available,Available,Not Available,Not Available,Not Available
97,13/01/2019,Northern Bahr el Ghazal,Aweil North,Kiirkakbek Phcu,PHCU,Moderate,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Not Available,Not Available,3,Recent Stockout,Recent Stockout,Recent Stockout,,0,0,Not Available,Available,Not Available,Not Available,Not Available
98,04/01/2019,Northern Bahr el Ghazal,Aweil North,Lueth Lual,PHCU,Moderate,Available,Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Available,Available,Not Available,Not Available,Not Available,3,Recent Stockout,No Stockout,No Stockout,,0,0,Not Available,Available,Not Available,Not Available,Not Available
99,11/01/2019,Northern Bahr el Ghazal,Aweil North,Mabior Nyang Phcu,PHCU,Moderate,Available,Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Available,Available,Not Available,Not Available,Not Available,3,Recent Stockout,No Stockout,No Stockout,,0,0,Not Available,Available,Not Available,Not Available,Not Available
100,11/01/2019,Northern Bahr el Ghazal,Aweil North,Mabiorkuot Phcu,PHCU,Limited,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1,Recent Stockout,Recent Stockout,Recent Stockout,,0,0,Not Available,Not Available,Not Available,Not Available,Not Available
101,31/12/2020,Northern Bahr el Ghazal,Aweil North,Majak Bai Phcc,PHCC,Moderate,Available,Available,Available,Available,Available,Available,Not Available,Available,Not Available,Not Available,Available,Available,Available,Available,Not Available,Available,Available,Available,Available,Available,Not Available,Available,Not Available,9,,No Stockout,No Stockout,Available,2,1,Available,Available,,Available,Available
102,09/01/2019,Northern Bahr el Ghazal,Aweil North,Majak Bol,PHCU,Moderate,Available,Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Available,Available,Not Available,Not Available,Not Available,3,Recent Stockout,No Stockout,No Stockout,,0,0,Not Available,Available,Not Available,Not Available,Not Available
103,31/12/2020,Northern Bahr el Ghazal,Aweil North,Majak Kar Phcc,PHCC,Moderate,Available,Available,Available,Available,Available,Available,Not Available,Available,Not Available,Not Available,Available,Available,Not Available,Not Available,Not Available,Available,Available,Available,Available,Available,Not Available,Not Available,Available,9,,No Stockout,No Stockout,Available,0,0,Available,Available,,Available,Available
104,31/12/2020,Northern Bahr el Ghazal,Aweil North,Makuac Akech Phcu,PHCU,Moderate,Available,Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Available,Available,Not Available,Not Available,Not Available,0,,No Stockout,No Stockout,Not Available,0,0,Not Available,Available,,Available,Available
105,10/01/2019,Northern Bahr el Ghazal,Aweil North,Malek Mir Phcu,PHCU,Moderate,Available,Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Available,Available,Not Available,Not Available,Not Available,3,Recent Stockout,No Stockout,No Stockout,,0,0,Not Available,Available,Not Available,Not Available,Not Available
106,31/12/2020,Northern Bahr el Ghazal,Aweil North,Malual Deng Aruom Phcu,PHCU,Moderate,Available,Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Available,Available,Not Available,Not Available,Not Available,0,,No Stockout,No Stockout,Not Available,0,0,Not Available,Available,,Not Available,Not Available
107,31/12/2020,Northern Bahr el Ghazal,Aweil North,Manyiel Akok Phcu,PHCU,Moderate,Available,Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Available,Available,Not Available,Not Available,Not Available,0,,No Stockout,No Stockout,Not Available,0,0,Not Available,Available,,Available,Available
108,05/01/2019,Northern Bahr el Ghazal,Aweil North,Mareng Akok,PHCU,Moderate,Available,Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Available,Available,Not Available,Not Available,Not Available,3,Recent Stockout,No Stockout,No Stockout,,0,0,Not Available,Available,Not Available,Not Available,Not Available
109,31/12/2020,Northern Bahr el Ghazal,Aweil North,Marol Deng Geng Phcu,PHCU,Moderate,Available,Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Available,Available,Not Available,Not Available,Not Available,0,,No Stockout,No Stockout,Not Available,0,0,Not Available,Available,,Not Available,Available
110,08/01/2019,Northern Bahr el Ghazal,Aweil North,Matuic Phcu,PHCU,Moderate,Available,Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Available,Available,Not Available,Not Available,Not Available,3,Recent Stockout,No Stockout,No Stockout,,0,0,Not Available,Available,Not Available,Not Available,Not Available
111,31/12/2020,Northern Bahr el Ghazal,Aweil North,Mayen Ulem Phcc,PHCC,Moderate,Available,Available,Available,Available,Available,Available,Not Available,Available,Available,Available,Available,Available,Not Available,Not Available,Not Available,Available,Available,Available,Available,Available,Not Available,Available,Available,9,,No Stockout,No Stockout,Available,0,0,Available,Available,,Available,Available
112,31/12/2020,Northern Bahr el Ghazal,Aweil North,Mayom Adhal Phcu,PHCU,Moderate,Available,Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Available,Not Available,Available,Available,Not Available,Not Available,Not Available,0,,No Stockout,No Stockout,Not Available,0,0,Not Available,Available,,Available,Available
113,12/01/2019,Northern Bahr el Ghazal,Aweil North,Mayom Dong,PHCU,Limited,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,1,Recent Stockout,Recent Stockout,Recent Stockout,,0,0,Not Available,Not Available,Not Available,Not Available,Not Available
